project_name,|D|,len,gtf,df,sdf,term,weight1,weight1 * gtf,weight2
appreviews,341,4,2,2,5,should add a feature ,1.833784374656479,3.667568749312958,1.4358443659844413
appreviews,341,2,3,3,6,should be ,1.7546031286088541,5.263809385826562,1.453573132944873
appreviews,341,1,2,1,1,feeds ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,desktop ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,5,4,4,gps ,1.9306943876645353,9.653471938322676,1.9306943876645353
appreviews,341,1,3,1,1,nav ,2.5327543789924976,7.598263136977493,2.5327543789924976
appreviews,341,1,2,1,1,route ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,software ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,3,2,2,2,bring back the ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,map ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,2,1,1,scale bar ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,5,5,5,current ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,2,2,2,efficient ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,selected ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,started ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,landscape ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,flash ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,2,2,1,1,airplane mode ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,files ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,2,1,1,local html ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,allow ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,browsing ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,3,3,3,offline ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,multiple ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,font ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,3,3,color ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,2,2,2,2,color or ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,auto ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,expected ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,providers ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,2,2,2,2,wish it ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,added ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,may ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,chips ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,2,2,2,2,items to ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,our ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,11,7,7,option ,1.6876563389782409,18.564219728760648,1.6876563389782409
appreviews,341,2,5,4,6,option for ,1.7546031286088541,8.773015643044271,1.5785118695531728
appreviews,341,1,2,2,2,build ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,web ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,immediately ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,implemented ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,3,3,where ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,press ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,switch ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,2,1,1,nova launcher ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,difficult ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,away ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,1,1,gesture ,2.5327543789924976,7.598263136977493,2.5327543789924976
appreviews,341,2,2,1,1,gesture support ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,5,5,5,overall ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,4,4,4,major ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,1,2,2,2,solid ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,incredibly ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,suggestions ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,3,3,3,makes ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,detection ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,self ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,2,2,car ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,1,2,1,1,bright ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,buying ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,little ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,4,3,3,price ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,1,3,3,3,especially ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,6,4,4,things ,1.9306943876645353,11.584166325987212,1.9306943876645353
appreviews,341,1,2,2,2,programs ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,making ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,2,3,3,3,making it ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,3,3,unique ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,2,2,lovely ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,1,3,3,3,found ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,5,4,4,right ,1.9306943876645353,9.653471938322676,1.9306943876645353
appreviews,341,2,2,2,3,right and ,2.0556331242728354,4.111266248545671,1.879541865217154
appreviews,341,1,4,3,3,ones ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,2,3,2,3,ones i ,2.0556331242728354,6.166899372818506,1.879541865217154
appreviews,341,1,3,1,1,light ,2.5327543789924976,7.598263136977493,2.5327543789924976
appreviews,341,1,3,3,3,seen ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,12,10,10,know ,1.5327543789924978,18.393052547909974,1.5327543789924978
appreviews,341,2,4,4,5,know how ,1.833784374656479,7.335137498625916,1.7368743616484226
appreviews,341,3,3,3,5,know how to ,1.833784374656479,5.501353123969437,1.6119356250401227
appreviews,341,1,2,2,2,decent ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,6,6,6,size ,1.7546031286088541,10.527618771653124,1.7546031286088541
appreviews,341,1,6,6,6,small ,1.7546031286088541,10.527618771653124,1.7546031286088541
appreviews,341,1,2,2,2,graphics ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,match ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,5,5,5,store ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,2,2,2,ur ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,type ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,shop ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,dis ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,2,2,recharge ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,1,3,3,3,loving ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,articles ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,completely ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,setting ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,1,2,2,2,energy ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,emoticons ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,detail ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,manually ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,6,5,5,done ,1.833784374656479,11.002706247938875,1.833784374656479
appreviews,341,2,2,2,4,done and ,1.9306943876645353,3.8613887753290705,1.6296643920005542
appreviews,341,1,2,1,1,speed ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,location ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,needed ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,rarely ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,1,1,triggers ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,1,1,actions ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,week ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,3,3,books ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,2,2,2,3,books i ,2.0556331242728354,4.111266248545671,1.879541865217154
appreviews,341,2,3,3,3,exactly what ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,4,2,2,moga ,2.2317243833285163,8.926897533314065,2.2317243833285163
appreviews,341,1,6,4,4,customization ,1.9306943876645353,11.584166325987212,1.9306943876645353
appreviews,341,2,2,1,2,customization but ,2.2317243833285163,4.463448766657033,1.9306943876645353
appreviews,341,1,2,2,2,tools ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,5,5,5,keyboard ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,2,2,2,funny ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,2,2,compass ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,1,4,3,3,track ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,1,3,3,3,daily ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,their ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,1,1,replaying ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,2,2,1,1,during a ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,2,2,2,without ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,19,17,17,excellent ,1.302305457614224,24.743803694670255,1.302305457614224
appreviews,341,2,6,6,9,excellent app ,1.5785118695531728,9.471071217319036,1.4024206104974917
appreviews,341,1,2,1,1,ebook ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,3,3,3,made ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,3,3,boring ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,3,3,real ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,alone ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,fits ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,art ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,paying ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,customize ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,x ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,3,3,default ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,1,2,2,2,less ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,takes ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,1,3,2,2,finally ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,3,2,1,1,finally you fix ,2.5327543789924976,5.065508757984995,2.5327543789924976
appreviews,341,1,3,3,3,y ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,13,12,12,need ,1.453573132944873,18.896450728283348,1.453573132944873
appreviews,341,2,6,6,11,need to ,1.4913616938342726,8.948170163005635,1.2281202590596914
appreviews,341,1,2,2,2,eyes ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,8,6,6,mode ,1.7546031286088541,14.036825028870833,1.7546031286088541
appreviews,341,2,2,2,2,night mode ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,7,6,6,read ,1.7546031286088541,12.282221900261979,1.7546031286088541
appreviews,341,1,2,2,2,experience ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,compared ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,them ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,1,9,7,7,these ,1.6876563389782409,15.188907050804168,1.6876563389782409
appreviews,341,2,2,2,5,these features ,1.833784374656479,3.667568749312958,1.4358443659844413
appreviews,341,1,2,2,2,news ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,6,6,6,such ,1.7546031286088541,10.527618771653124,1.7546031286088541
appreviews,341,2,4,4,6,such a ,1.7546031286088541,7.018412514435417,1.5785118695531728
appreviews,341,3,2,2,2,such a feature ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,1,1,reddit ,2.5327543789924976,7.598263136977493,2.5327543789924976
appreviews,341,1,2,2,2,ago ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,5,5,5,superb ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,2,2,2,usefull ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,4,3,3,thank you ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,1,6,5,5,long ,1.833784374656479,11.002706247938875,1.833784374656479
appreviews,341,1,2,2,2,description ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,perfect ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,2,2,2,2,months now ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,13,10,10,using ,1.5327543789924978,19.92580692690247,1.5327543789924978
appreviews,341,2,3,2,6,using the ,1.7546031286088541,5.263809385826562,1.2774818738891915
appreviews,341,2,2,2,9,using it ,1.5785118695531728,3.1570237391063456,0.9252993557778292
appreviews,341,2,3,3,5,using this ,1.833784374656479,5.501353123969437,1.6119356250401227
appreviews,341,1,2,2,2,point ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,short ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,1,3,3,3,change ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,7,7,7,available ,1.6876563389782409,11.813594372847685,1.6876563389782409
appreviews,341,2,2,2,4,available in ,1.9306943876645353,3.8613887753290705,1.6296643920005542
appreviews,341,1,4,4,4,us ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,1,3,3,3,mind ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,7,6,6,cute ,1.7546031286088541,12.282221900261979,1.7546031286088541
appreviews,341,1,2,2,2,deliveries ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,8,6,6,slow ,1.7546031286088541,14.036825028870833,1.7546031286088541
appreviews,341,2,2,1,4,slow it ,1.9306943876645353,3.8613887753290705,1.328634396336573
appreviews,341,2,2,2,4,slow app ,1.9306943876645353,3.8613887753290705,1.6296643920005542
appreviews,341,1,5,5,5,picture ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,3,3,3,guns ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,3,3,entire ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,complaining ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,almost ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,2,2,2,2,amount of ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,2,2,2,although i ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,older ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,people ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,1,3,3,3,seriously ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,3,3,words ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,2,2,ads ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,1,2,2,2,oh ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,top ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,2,2,2,jump to ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,theme ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,holo ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,images ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,ios ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,similar ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,search ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,2,2,client ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,2,2,2,2,pay for ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,think ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,disappointed ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,drains ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,5,5,5,having ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,2,2,2,3,having it ,2.0556331242728354,4.111266248545671,1.879541865217154
appreviews,341,2,2,2,4,having to ,1.9306943876645353,3.8613887753290705,1.6296643920005542
appreviews,341,1,2,2,2,100 ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,ratings ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,2,2,slot ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,1,2,2,2,gave ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,5,5,5,developer ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,8,7,7,easily ,1.6876563389782409,13.501250711825927,1.6876563389782409
appreviews,341,1,5,5,5,ui ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,2,2,2,select ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,3,3,tracking ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,1,5,5,5,understand ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,1,10,10,10,simple ,1.5327543789924978,15.327543789924977,1.5327543789924978
appreviews,341,2,2,2,9,simple and ,1.5785118695531728,3.1570237391063456,0.9252993557778292
appreviews,341,1,3,3,3,happy ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,5,5,5,we ,1.833784374656479,9.168921873282395,1.833784374656479
appreviews,341,2,2,2,3,we can ,2.0556331242728354,4.111266248545671,1.879541865217154
appreviews,341,1,4,3,3,average ,2.0556331242728354,8.222532497091342,2.0556331242728354
appreviews,341,1,17,17,17,miss ,1.302305457614224,22.139192779441807,1.302305457614224
appreviews,341,2,2,2,2,miss smart ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,2,2,9,miss in ,1.5785118695531728,3.1570237391063456,0.9252993557778292
appreviews,341,3,2,2,4,miss some features ,1.9306943876645353,3.8613887753290705,1.6296643920005542
appreviews,341,2,2,2,12,miss a ,1.453573132944873,2.907146265889746,0.6754218825612293
appreviews,341,1,2,2,2,stored ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,access ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,7,6,6,ability to ,1.7546031286088541,12.282221900261979,1.7546031286088541
appreviews,341,1,3,3,3,friends ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,2,2,2,easier ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,sort ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,catalog ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,2,2,shopping ,2.2317243833285163,6.695173149985549,2.2317243833285163
appreviews,341,1,11,6,6,list ,1.7546031286088541,19.300634414697395,1.7546031286088541
appreviews,341,2,2,2,2,list feature ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,2,2,1,3,list so ,2.0556331242728354,4.111266248545671,1.5785118695531728
appreviews,341,2,2,2,5,list and ,1.833784374656479,3.667568749312958,1.4358443659844413
appreviews,341,1,2,2,2,deals ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,yet ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,1,3,3,3,keeps ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,2,2,2,3,keeps me ,2.0556331242728354,4.111266248545671,1.879541865217154
appreviews,341,1,6,6,6,user ,1.7546031286088541,10.527618771653124,1.7546031286088541
appreviews,341,1,3,3,3,ace ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,2,2,2,2,wait for ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,remember ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,3,3,wow ,2.0556331242728354,6.166899372818506,2.0556331242728354
appreviews,341,3,2,2,2,wow i love ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,4,4,4,must ,1.9306943876645353,7.722777550658141,1.9306943876645353
appreviews,341,1,2,2,2,awasome ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,2,2,2,b ,2.2317243833285163,4.463448766657033,2.2317243833285163
appreviews,341,1,3,2,2,storage ,2.2317243833285163,6.695173149985549,2.2317243833285163
